TOOLTIP_AFFECT_VOTEFORBONUS	Voteazã pentru bonus
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Náramek
UI_ACCEPT	Pøijmout
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Zrušit
UI_CLOSE	Zavøít
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Odmítnout
UI_ITEM	Pøedmìt
UI_LEFT_TIME	Zbıvající èas: %d sek.
UI_NEXT	Dále
UI_NEXTPAGE	Další
UI_NOCONTENTS	Bez obsahu
UI_NONAME	Chybí jméno	
UI_OK	OK
UI_POS_UNKNOWN	Neznámé místo
UI_PREVPAGE	zpìt
UI_UNKNOWN	Neznámı
UNLIMIT_ENTER_CZ_QUESTION	Mùeš vstoupit do Chrámu Zvìrokruhu na %d minut. Chceš je vyuít?
UPDATE_TIME	Datum
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload musí bıt proveden ještì jednou
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload musí bıt proveden ještì jednou
USE_ITEM_BUTTON_01	Storno
USE_ITEM_BUTTON_02	Vstoupit
USE_ITEM_FAILURE_PRIVATE_SHOP	Pokud jsi otevøel soukromı stánek, nemùeš pouít tento pøedmìt.
USE_ITEM_POPUP_01	Bitva pìti oltáøù skonèila. \n Další bitva:
USE_ITEM_QUESTION_01	Pøeješ si pøidat se k Bitvì pìti oltáøù?.
USE_ITEM_QUESTION_02	Pøeješ si vrátit se na místo, kde jsi zemøel?\nStojí to %s Yangù.
USE_ITEM_QUESTION_03	Nyní budeš teleportován na náhodné místo. Pøeješ si vstoupit?
USE_SKILL_ERROR_UNKNOWN	Neznámá chyba v schopnostech: %s
NEW_DETAILS_1	Obrana proti Pololidem
NEW_DETAILS_1_TOOLTIP	Obrana proti Pololidem: Sniuje poškození zpusobené pololidmi.
NEW_DETAILS_2	Obrana Talismanu
NEW_DETAILS_2_TOOLTIP	Obrana Talismanu: Sniuje bonusy talismanu.
NEW_DETAILS_5	Silnı proti monstrum Zverokruhu
NEW_DETAILS_5_TOOLTIP	Silnı proti monstrum Zverokruhu: Zvyšuje zpusobené poškození do príšer Zverokruhu.
NEW_DETAILS_6	Silnı proti kamenum Metin
NEW_DETAILS_6_TOOLTIP	Silnı proti kamenum Metin: Zvyšuje zpusobené poškození do kamenu Metin.
NEW_DETAILS_7	Silnı proti Bossum
NEW_DETAILS_7_TOOLTIP	Silnı proti Bossum: Zvyšuje zpusobené poškození do Bossu.
NEW_DETAILS_8	Obrana proti Príšerám
NEW_DETAILS_8_TOOLTIP	Obrana proti Príšerám: Sniuje poškození zpusobené Príšerami.
NEW_DETAILS_9	Šance na Kritickı Zásah (PVM)
NEW_DETAILS_10	Obrana proti Mecum
NEW_DETAILS_10_TOOLTIP	Obrana proti Mecum: Sniuje poškoení udelené Mecmi.
NEW_DETAILS_11	Obrana proti Obourucním Zbraním
NEW_DETAILS_11_TOOLTIP	Obrana proti Obourucním Zbraním: Sniuje poškoení udelené Obourucním Zbraním.
NEW_DETAILS_12	Obrana proti Dıkám
NEW_DETAILS_12_TOOLTIP	Obrana proti Dıkám: Sniuje poškoení udelené Dıkami.
NEW_DETAILS_13	Obrana proti Šípum
NEW_DETAILS_13_TOOLTIP	Obrana proti Šípum: Sniuje poškoení udelené Šípy.
NEW_DETAILS_14	Obrana proti Vejírum
NEW_DETAILS_14_TOOLTIP	Obrana proti Vejírum: Sniuje poškoení udelené Vejíri.
NEW_DETAILS_15	Obrana proti Zvonum
NEW_DETAILS_15_TOOLTIP	Obrana proti Zvonum: Sniuje poškoení udelené Zvony.
NEW_DETAILS_16	Silnı proti Runovım príšerám
NEW_DETAILS_16_TOOLTIP	Silnı proti Runovım príšerám: Zvyšuje zpusobené poškození do Runovıch príšer.
NEW_DETAILS_17	Hodnota Útoku
NEW_DETAILS_17_TOOLTIP	Hodnota Útoku
PET_MISSING1_1	Mladı
PET_MISSING1_2	Divokı
PET_MISSING1_3	Statecnı
PET_MISSING1_4	Hrdinskı
COOLDOWN_IN_PROGRESS	Musíš vydret!
PERMANENT_EFFECT	Permanentní
TARGET_INFO_RACE_RUNE	Runa
CUBE_LOSE_BONUSES_ALERT	Pokracováním ztratíte bonusy predmetu, jste si jisti e chcete pokracovat?
ACCE_FAILURE_CLEAN	ádne bonusy nemuou bıt odstarneny.
ACCE_DO_YOU_CLEAN	Chcete odstranit všechny dostupné bonusy?
ACCE_REFINE_COST	Cena Absorbace: %s
ACCE_ABSORB_CHANCE	Absorbacní hodnota: %d%%
ACCE_ABSORB_CHANCE2	Absorbacní hodnota: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Neznámé
MAP_SAVEPOINT_NAME_214	Vesnice
MAP_SAVEPOINT_NAME_70	Údolí Trolu
MAP_SAVEPOINT_NAME_69	Hadí Pole
MAP_SAVEPOINT_NAME_72	Jeskyne Vyhnanství 1
MAP_SAVEPOINT_NAME_73	Jeskyne Vyhnanství 2
MAP_SAVEPOINT_NAME_67	Les Duchu
MAP_SAVEPOINT_NAME_68	Cervenı Les
MAP_SAVEPOINT_NAME_64	Údolí Orku
MAP_SAVEPOINT_NAME_65	Chrám Hwang
MAP_SAVEPOINT_NAME_62	Ohnivá Zeme
MAP_SAVEPOINT_NAME_104	Podzemí 1
MAP_SAVEPOINT_NAME_71	Podzemí 2
MAP_SAVEPOINT_NAME_217	Podzemí 3
MAP_SAVEPOINT_NAME_219	Normální Lobby
MAP_SAVEPOINT_NAME_215	Speciální Lobby
MAP_SAVEPOINT_NAME_61	Hora Sohan
MAP_SAVEPOINT_NAME_63	Poušt Yongbi
MAP_SAVEPOINT_NAME_303	Nefritovı Záliv
MAP_SAVEPOINT_NAME_304	Bourné Hory
MAP_SAVEPOINT_NAME_302	Útes Guatama
MAP_SAVEPOINT_NAME_301	Záliv Dracího Ohne
MAP_SAVEPOINT_NAME_210	Mlází
SAVEPOINT_TELEPORTDIALOG	Chcete teleportovat do této lokace?
SAVEPOINT_EMPTYITDIALOG	Chcete obnovit tento slot?
SAVEPOINT_SAVEDIALOG	Chcete uloit tuto pozici?
SAVEPOINT_EMPTY	[ Prázdné ]
SAVEPOINT_SAVE	Uloit
SAVEPOINT_EMPTYIT	Prázdné
SAVEPOINT_GO	Teleportovat
ATLASINFO_QUESTIONDIALOG1	Chcete teleportovat do %s?
ATLASINFO_QUESTIONDIALOG2	Cena: 1.000.000 Yang
WIKI_SUBCATEGORY_SUPPORT	POMOC
WIKI_CATEGORY_COMPANY	SPOLECNOST
WIKI_SUBCATEGORY_FASTKEY	Armors 
WIKI_SUBCATEGORY_FASTKEY1	Weapons
WIKI_SUBCATEGORY_RUNES	RUNA
WIKI_SUBCATEGORY_D_ORCMAZE	ORCÍ BLUDIŠTE
WIKI_SUBCATEGORY_D_MELMA	SLIME DUNGEON
WIKI_SUBCATEGORY_D_ARACNIDI	PAVOUCÍ BARONKA
WIKI_SUBCATEGORY_D_DEVILSTOWER	VE DÉMONU
WIKI_SUBCATEGORY_D_RUNE	RUNOVİ DUNGEON
WIKI_SUBCATEGORY_D_CATACOMBE	DÁBLOVY KATAKOMBY
WIKI_SUBCATEGORY_D_BERAN	BERAN
WIKI_SUBCATEGORY_D_MELEY	ÚKRYT MELEY
WIKI_SUBCATEGORY_D_NEMERE	NEMEROVA STRÁNÍ VE
WIKI_SUBCATEGORY_D_RAZADOR	PEVNOST CERVENÉHO DRAKA
WIKI_SUBCATEGORY_D_OCHAO	CHRÁM OCHAO
WIKI_SUBCATEGORY_D_JOTUN	MÍSTNOST JOTUN THRYM
WIKI_SUBCATEGORY_D_NAVE	OBRANA LODI
WIKI_SUBCATEGORY_D_PIRAMIDE	TUTANKHAMOVA PYRAMIDA
MASK_HP	HP: %s / %s
WIKI_SUBCATEGORY_EARRINGS	NÁUŠNICE
WIKI_SUBCATEGORY_BRACELET	NÁRAMEK
WIKI_SUBCATEGORY_NECKLACE	NÁHRDELNÍK
WIKI_SUBCATEGORY_SHOES	BOTY
WIKI_CATEGORY_CHESTS	BEDNA
WIKI_SUBCATEGORY_CHESTS	Z BOSSE
WIKI_SUBCATEGORY_DUNGEONS	Z DUNGEONU
WIKI_SUBCATEGORY_EVENT_CHESTS	Z EVENTU
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	ALTERNATIVNÍ
WIKI_CATEGORY_BOSSES	BOSS
WIKI_SUBCATEGORY_LV1_75	LV 1-75
WIKI_SUBCATEGORY_LV76_100	LV 76-100
WIKI_SUBCATEGORY_LV100	LV 100+
WIKI_CATEGORY_MONSTERS	PRÍŠERY
WIKI_CATEGORY_METINSTONES	KAMENY METIN
WIKI_CATEGORY_SYSTEMS	SYSTÉMY
WIKI_SUBCATEGORY_REACTION_EVENT	Reakcní Event
WIKI_SUBCATEGORY_SHAMY	POMOCNÍK SHAMY
WIKI_SUBCATEGORY_DRAGONALCHEMY	ALCHIMIE
WIKI_SUBCATEGORY_SHOULDER_SASH	ŠERPA
WIKI_SUBCATEGORY_EPIC_SYSTEM	EPICKİ SYSTÉM
WIKI_SUBCATEGORY_COSTUME_SASH	KOSTİM ŠERPY
WIKI_SUBCATEGORY_COSTUMES	KOSTİMY
WIKI_SUBCATEGORY_BATTLEPASS	BATTLE PASS
WIKI_SUBCATEGORY_BOOST	VYLEPŠIT SCHOPNOST
WIKI_SUBCATEGORY_PASSIVE	PASIVNÍ SCHOPNOST
WIKI_SUBCATEGORY_BIOLOGIST	BIOLOG
WIKI_SUBCATEGORY_ANTIFARM	ANTI-FARM
WIKI_SUBCATEGORY_FREEZE	BONUS ZMRAENÍ
WIKI_SUBCATEGORY_GAYA	GAYA
WIKI_SUBCATEGORY_GUILD	CECH
WIKI_SUBCATEGORY_OFFLINESHOP	OFFLINE STÁNEK
WIKI_SUBCATEGORY_SKILL_COLOR	BARVA SCHOPNOSTI
WIKI_CATEGORY_DUNGEONS	DUNGEONY
WIKI_SUBCATEGORY_HAIRSTYLES	ÚCESY
WIKI_SUBCATEGORY_PET	MAZLÍCEK
WIKI_SUBCATEGORY_PET_COSTUMES	KOSTİMY MAZLÍCKA
WIKI_SUBCATEGORY_ANIME	ANIME
WIKI_SUBCATEGORY_MOUNT	JEZDECKÉ ZVÍRE
WIKI_SUBCATEGORY_MOUNT_COSTUMES	KOSTİMY JEZDECKÉHO ZVÍRETE
WIKI_CATEGORY_COSTUMES	KOSTİMY
WIKI_CATEGORY_EVENTS	EVENTY
WIKI_CATEGORY_GUIDES	Evolution
WIKI_REFINEINFO_YANG_COSTS	cena Yang 
WIKI_REFINEINFO_UPGRADE_COSTS	cena Vylepšení
WIKI_REFINEINFO_ITEM_LEVEL	Lv %i
WIKI_CHESTINFO_ORIGIN	Vznik
WIKI_CHESTINFO_CONTENTOF	Obsah z %s
WIKI_CHESTINFO_COMMON_DROP	Základní drop
WIKI_MONSTERINFO_DROPLISTOF	Drop list z %s
WIKI_MONSTERINFO_LEVEL	Lv: %i
WIKI_MONSTERINFO_IMMUNE_TO	Imunní do: %s
WIKI_MONSTERINFO_DMG_HP	Min poš%s | Max poš.:%s | Max ZB: %s
WIKI_MONSTERINFO_GOLD_EXP	Yang min.: %s | Yang max.: %s | ZKUŠ: %s
WIKI_MONSTERINFO_RESISTANCES	Obrany:
WIKI_MONSTERINFO_IMMUNE_NOTHING	nic
WIKI_MONSTERINFO_STATISTICSOF	statistika z %s
WIKI_ITEMINFO_OPTAINEDFROM	Dostupné v
WIKI_ITEMINFO_REFINEINFO	Upresnit informace o %s
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_BELTS	OPASKY
WIKI_SUBCATEGORY_TALISMANS	TALISMANY
WIKI_SUBCATEGORY_STOLE	ŠERPY
WIKI_SUBCATEGORY_STOLE_COSTUMES	KOSTİMY ŠERP
WIKI_SUBCATEGORY_WEAPONS_EFFECT	EFEKTY ZBRANÍ
WIKI_SUBCATEGORY_ARMORS_EFFECT	EFEKTY BRNENÍ
WIKI_SUBCATEGORY_TRANSLATE	PREKLÁDÁNÍ
WIKI_SUBCATEGORY_LV76_105	LV. 76-105
WIKI_SUBCATEGORY_SHIELD	ŠTÍT
WIKI_SUBCATEGORY_HELMET	HELMA
WIKI_SUBCATEGORY_ARMOR	BRNENÍ
WIKI_SUBCATEGORY_WEAPONS	ZBRAN
WIKI_CATEGORY_EQUIPEMENT	VİBAVA
WIKI_SEARCH_OVERLAY_TEXT	HLEDÁNÍ
WIKI_EXACT_SEARCH_TEXT	Prímé hledání
WIKI_MONSTERINFO_DAMAGE	Poškození: %s-%s
WIKI_MONSTERINFO_DEFENSE	Obrana: %s
WIKI_MONSTERINFO_EXP	Zkuš: %s
WIKI_MONSTERINFO_MAINRACE	Rasa: %s
WIKI_MONSTERINFO_MAX_HP	Max ZB: %s
WIKI_MONSTERINFO_NO_RACE	Ne
WIKI_MONSTERINFO_RACE_ANIMAL	Zvíre
WIKI_MONSTERINFO_RACE_UNDEAD	Nemrtví
WIKI_MONSTERINFO_RACE_DEVIL	Dábel
WIKI_MONSTERINFO_RACE_HUMAN	Pololidi
WIKI_MONSTERINFO_RACE_ORC	Orci
WIKI_MONSTERINFO_RACE_MILGYO	Ezoterici
WIKI_MONSTERINFO_RACE_TREE	Stromy
WIKI_MONSTERINFO_RACE_ELEC	Blesk 
WIKI_MONSTERINFO_RACE_FIRE	Ohen
WIKI_MONSTERINFO_RACE_ICE	Led
WIKI_MONSTERINFO_RACE_WIND	Vítr
WIKI_MONSTERINFO_RACE_EARTH	Zeme
WIKI_MONSTERINFO_RACE_DARK	Temnota
WIKI_MONSTERINFO_RACE_METIN	Kámen Metin
WIKI_MONSTERINFO_STONE_NAME	Kámen ducha
WIKI_MONSTERINFO_SUBRACE	Pod-Rasa: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Omrácení
WIKI_MONSTERINFO_IMMUNE_SLOW	Zpomalení
WIKI_MONSTERINFO_IMMUNE_CURSE	Kletba
WIKI_MONSTERINFO_IMMUNE_POISON	Jed
WIKI_MONSTERINFO_IMMUNE_TERROR	Hruza
IDRA_TEXT1	Zabij Hydru
IDRA_TEXT2	Znic poklad
IDRA_TEXT3	Pockej na %d : %d
IDRA_TEXT4	Znic vajícka
IDRA_TEXT5	Pockej %d : %d
IDRA_TEXT6	Oprav tri
IDRA_TEXT7	Osvobodil jsi lod
IDRA_TEXT8	Zabij Královnu
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	Jméno které jste zadali je špatné!
GAMEMOD_DIALOG1	Mladı
GAMEMOD_DIALOG2	Divokı
GAMEMOD_DIALOG3	Statecnı
GAMEMOD_DIALOG4	Hrdinskı
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	Anglickı
WHISPERMANAGER_DIALOG2	Rumunskı
WHISPERMANAGER_DIALOG3	Italskı
WHISPERMANAGER_DIALOG4	Tureckı
WHISPERMANAGER_DIALOG5	Nemeckı
WHISPERMANAGER_DIALOG6	Polskı
WHISPERMANAGER_DIALOG7	Portugalskı
WHISPERMANAGER_DIALOG8	Španelskı
WHISPERMANAGER_DIALOG9	Ceskı
WHISPERMANAGER_DIALOG10	Madarškı
WHISPERMANAGER_DIALOG11	VŠICHNI
PETSYSTEM_DIALOG1	ZKUŠ : %d of %d
PETSYSTEM_DIALOG2	ZKUŠ : %.2f%%
PETSYSTEM_DIALOG3	ZKUŠI : %d of %d
PETSYSTEM_DIALOG4	ZKUŠI : %.2f%%
PETFEED_DIALOG1	Není moné vloit prekrıvající se objekty.
PETFEED_DIALOG2	Zvoleno %s.
PETINCUBATRICE_DIALOG1	Jméno mazlícka je neplatné.
PETINCUBATRICE_DIALOG2	Musíte mít: %s.
PETINCUBATRICE_DIALOG3	Incubátor: %s.
PETINCUBATRICE_DIALOG4	Opicí vejce
PETINCUBATRICE_DIALOG5	Pavoucí vejce
PETINCUBATRICE_DIALOG6	Vejce Razadora
PETINCUBATRICE_DIALOG7	Vejce Nemera
PETINCUBATRICE_DIALOG8	Vejce Modrého Draka
PETINCUBATRICE_DIALOG9	Vejce Cerveného Draka
PETINCUBATRICE_DIALOG10	Vejce Azraela
PETINCUBATRICE_DIALOG11	Vejce Buclatého Kat
PETINCUBATRICE_DIALOG12	Vejce mládete Baashido
PETINCUBATRICE_DIALOG13	Vejce Nessie
PETINCUBATRICE_DIALOG14	Vejce Exedyar
UIMARKETSYS_DIALOG1	Znicené: %d
UIMARKETSYS_DIALOG2	NPC Kód: %d
UIMARKETSYS_DIALOG3	Název Kód: %d
SUPPORT_DIALOG1	Jste si jistí e chcete odstranit tento objekt?
SUPPORT_DIALOG2	Musíte vyvolat podporu aby jste toto mohli udelat!
SUPPORT_DIALOG3	Nemuete vloit tento predmet.
SUPPORT_DIALOG4	Tento objekt není správného rodu!
SUPPORT_DIALOG5	Pridáním objektu budou bonusy ztraceny. Chcete pokracovat?
PETSPECIAL_QUESTION1	Chcete dát mazlícka do prenosné tašky?
PETSPECIAL_QUESTION2	Chcete nakrmit mazlícka?
PVP_DUEL_TIME_REMAINING	Zbıvající cas: [%s]
AFFECT_NEW_POTION31	Kapská Kniha
APPLY_PARTY_DROPEXP	Všichni clenové skupiny obdrí %d%% více zkušenostních bodu	SA
SLOTNAME_10	PVM predmet
SLOTNAME_11	PVP predmet
TOOLTIP_PETSKILL_1	Obrana (Válecník)
TOOLTIP_PETSKILL_2	Obrana (Sura)
TOOLTIP_PETSKILL_3	Obrana (Ninja)
TOOLTIP_PETSKILL_4	Obrana (Šaman)
TOOLTIP_PETSKILL_5	Kritickı Zásah (PvM)
TOOLTIP_PETSKILL_6	Silnı proti Príšerám
TOOLTIP_PETSKILL_7	Silnı proti Bossum
TOOLTIP_PETSKILL_8	Zvıšení Zkušeností
TOOLTIP_PETSKILL_9	Drop Yangu
TOOLTIP_PETSKILL_10	Útocná/Magickı hodnota
TOOLTIP_PETSKILL_11	Šance odrazit prímı telesnı útok 
TOOLTIP_PETSKILL_12	Šance odvrátit telesnı útok
TOOLTIP_NEW_POTION30	Toto zvetšuje šanci na chycení ryby o 20% pokud to bude vzácná ryba.
AFFECT_NEW_POTION30	Kniha Rybarení
TOOLTIP_APPLY_FISHING_RARE	%d%% vetší šance na chycení vzácné ryby	SA
TOOLTIP_ROD_FISHING	%d%% vetší šance na chycení ryby.
TOOLTIP_FISH_USE_TIME	Doba trvání: %d minuty
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_sklad|e
TOOLTIP_ANTISELL	|Eemoji/anti_prodej|e
TOOLTIP_ANTISHOP	|Eemoji/anti_obchod|e
SLOTNAME_1	Kostım Brnení
SLOTNAME_2	Kostım Úcesu
SLOTNAME_3	Kostım Jezdeckého Zvírete
SLOTNAME_4	Kostım Šerpy
SLOTNAME_5	Kostım Zbrane
SLOTNAME_6	Kostım Mazlícka
SLOTNAME_7	Jezdecké Zvíre
SLOTNAME_8	Efekt Brnení
SLOTNAME_9	Efekt Zbrane
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, Všeobecnı
TOOLTIP_BONUS_UNKNOWN	Neznámí
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Silnı proti Zvíratum
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Silnı proti Orkum
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Silnı proti Nemrtvím
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Silnı proti Dáblu
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Obrana proti Ohni
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Obrana proti Blesku
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Obrana proti Ledu
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Obrana proti Vetru
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Obrana proti Zemi
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Obrana proti Temnote
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Silnı proti Blesku
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Silnı proti Ohni
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Silnı proti Ledu
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Silnı proti Vetru
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Silnı proti Zemi
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Silnı proti Temnote
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Silnı proti Blesku, Temnote, Ledu, Ohni, Zemi
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Silnı proti príšerám
TOOLTIP_APPLY_DESIGN_1	Silnı proti Blesku, Temnote, Ledu %d%%	SA
AFFECT_NEW_POTION24	Náušnice Souladu
AFFECT_NEW_POTION25	Náramek Lásky
AFFECT_NEW_POTION26	Náušnice Lásky
AFFECT_NEW_POTION27	Náramek Souladu
AFFECT_NEW_POTION28	Náhrdelník Lásky
AFFECT_NEW_POTION29	Náhrdelník Souladu
PET_TOOLTIP_LV	Lv: %d
PET_TOOLTIP_BNS1	ZB: +%s%%
PET_TOOLTIP_BNS2	Silnı proti príšerám: +%s%%
PET_TOOLTIP_BNS3	Prumerná Škoda[PVM]: +%s%%
DS_TIME_CHARGE	Zbıvající caš: %d%% (sec %d) di %d%% (sec %d)
BIOLOGIST_ALERT2	Aby jsi mohl pokracovat nejdríve si vyzvedni odmenu.
BIOLOGIST_ALERT3	Splnil jsi misi, nyní si vyber odmenu.
BIOLOGIST_ALERT4	Pro vybrání odmeny potrebuješ všechny potrebné predmety.
BIOLOGIST_CONFIRM_TYPE1	Jsi si jistı e chceš zvolit tento bonus?
BIOLOGIST_ALERT_TYPE1	Musíš kliknout na jeden z následujících bonusu pro vybrání odmeny.
BIOLOGIST_REWARD_TYPE0	Obdríš následující bonusy:
BIOLOGIST_REWARD_TYPE1	Musíš si vybrat jeden z následujících bonusu:
BIOLOGIST_WAIT_FINISH	Biologuv cekací cas je dokoncen.
BIOLOGIST_WAIT	Dálší dodávka: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Zub Orka
BIOLOGIST_MISSION_NAME_2	Kniha Klateb
BIOLOGIST_MISSION_NAME_3	Pripomínka Démona
BIOLOGIST_MISSION_NAME_4	Ledové Koule
BIOLOGIST_MISSION_NAME_5	Zelkova vetev
BIOLOGIST_MISSION_NAME_6	Tabulka Tugyise
BIOLOGIST_MISSION_NAME_7	Vetev Cerveného Stromu Duchu
BIOLOGIST_MISSION_NAME_8	Poznámky Vudce
BIOLOGIST_MISSION_NAME_9	Zlovolnı Drahokam
BIOLOGIST_MISSION_NAME_10	Drahokam Moudrosti
BIOLOGIST_MISSION_NAME_11	Temné Kapradiny
BIOLOGIST_MISSION_NAME_12	Prsteny Chaegiraba
BIOLOGIST_MISSION_NAME_13	Krystaly Kamenu Metin
BIOLOGIST_MISSION_NAME_14	Ocištené Jádro
BIOLOGIST_MISSION_NAME_15	Lv 150 mission
BIOLOGIST_MISSION_NAME_16	Lv 160 mission
BATTLE_PASS_PROCENT	Procenta: %.1f%%
BATTLE_PASS_ALERT1	Zatím nemáš aktivovanı battle pass, na to potrebuješ predmet aby jsi to aktivoval.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Status: %s%s|h|r
BATTLE_PASS_INACTIVE	Neaktivní
BATTLE_PASS_ACTIVE	V prubehu
BATTLE_PASS_COMPLETED	Dokonceno
BATTLE_PASS_UNKNOWN_NAME	Neznámé jméno
BATTLE_PASS_NAME	Jméno: %s
BATTLE_PASS_COUNTQUEST	Zbıvající Mise: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Splnené Mise: %s
BATTLE_PASS_REMAINING_TIME	Zbıvající Cas: %s
PETBOX_RIMUOVE	Jste si jistı e chcete vypustit mazlícka?
BUY_GAYA_ITEM	Chcete koupit tento predmet?
PETSKILLNAME_1	Obrana (Válecník)
PETSKILLNAME_2	Obrana (Sura)
PETSKILLNAME_3	Obrana (Ninja)
PETSKILLNAME_4	Obrana (Šaman)
PETSKILLNAME_5	Kritickı útok (PvM)
PETSKILLNAME_6	Silnı proti Kamenum Metin
PETSKILLNAME_7	Silnı proti Bosum
PETSKILLNAME_8	Drop Zkuš
PETSKILLNAME_9	Drop Yang
PETSKILLNAME_10	Útocná/Magická hodnota
PETSKILLNAME_11	Zablokovat prímí telesnı útok
PETSKILLNAME_12	Odrazit prímí telesnı útok
PETBOX_DESC1	Charakteristika:
PETBOX_DESC2	Vek: %d dny, % hodina a %d minut
PETBOX_DESC3	Lv: %d
PETBOX_DESC4	Evoluce: %s
PETBOX_DESC5	ZB: %s%%
PETBOX_DESC6	Silnı proti Príšerám: %s%%
PETBOX_DESC7	Prumerná Škoda (PvM): %s%%
PETBOX_DESC8A	Slot Schopnosti 1: zablokován
PETBOX_DESC9A	Slot Schopnosti 2: zablokován
PETBOX_DESC10A	Slot Schopnosti 3: zablokován
PETBOX_DESC11A	Slot Schopnosti 4: zablokován
PETBOX_DESC8B	Slot Schopnosti 1: prázdné
PETBOX_DESC9B	Slot Schopnosti 2: prázdné
PETBOX_DESC10B	Slot Schopnosti 3: prázdné
PETBOX_DESC11B	Slot Schopnosti 4: prázdné
PETBOX_DESC8C	Slot Schopnosti 1: %s (%d)
PETBOX_DESC9C	Slot Schopnosti 2: %s (%d)
PETBOX_DESC10C	Slot Schopnosti 3: %s (%d)
PETBOX_DESC11C	Slot Schopnosti 4: %s (%d)
PET_EVOLUTION1	normální
PET_EVOLUTION2	normální
PET_EVOLUTION3	divokı
PET_EVOLUTION4	statecnı
SUBTEXT_OFFLINESHOP_TEXT15	Jméno:
SUBTEXT_OFFLINESHOP_TEXT16	Cena:
CLOSE_AUCTION	Zavrít
CUBE_CATEGORY1	Zbrane
CUBE_CATEGORY2	Brnení
CUBE_CATEGORY3	Šperky
CUBE_CATEGORY4	Ostatní
CUBE_CATEGORY5	PET
CUBE_CATEGORY6	Šperky Lv. 100 [PvP]
CUBE_CATEGORY7	Opasky [PvP]
CUBE_CATEGORY8	Opasky [PvM]
CUBE_CATEGORY9	MOUNT
CUBE_CATEGORY10	ETC
CUBE_CATEGORY11	Zbrane Lv. 80 [PvP]
CUBE_CATEGORY12	Zbrane Lv. 90 [PvP]
CUBE_CATEGORY13	Zbrane Lv. 100 [PvP]
CUBE_CATEGORY14	Zbrane Lv. 105 [PvM]
CUBE_CATEGORY15	Brnení Lv. 80 [PvM]
CUBE_CATEGORY16	Brnení Lv. 90 [PvM]
CUBE_CATEGORY17	Brnení Lv. 110 [PvM]
CUBE_CATEGORY18	Brnení Lv. 90 [PvP]
CUBE_CATEGORY19	Brnení Lv. 105 [PvP]
CUBE_CATEGORY20	Brnení Lv. 110 [PvP]
CUBE_CATEGORY21	Boty Lv. 105 [PvP]
CUBE_CATEGORY22	Boty Lv. 100 [PvM]
CUBE_CATEGORY23	Prilby Lv. 115 [PvP]
CUBE_CATEGORY24	Prilby Lv. 80 [PvM]
CUBE_CATEGORY25	Prilby Lv. 95 [PvM]
CUBE_CATEGORY26	Prilby Lv. 105 [PvP]
CUBE_CATEGORY27	Jezdecké Zvíre (Permanent)
CUBE_CATEGORY28	Mazlícek (Permanent)
CUBE_CATEGORY29	Vıroba Drahokamu
CUBE_CATEGORY30	Vıroba Drahokamu 1
CUBE_CATEGORY31	Vıroba Drahokamu 2
CUBE_CATEGORY32	Vıroba Drahokamu 3
CUBE_CATEGORY33	Vıroba Drahokamu 4
